"","Sector.x","URN","Places","Local.authority","Organisation","Registration.date","Overall.experiences.and.progress.of.children.and.young.people","Latest.full.inspection.date","Homes","Join","Leave","keep","Organisation_fame_search","X.x","Company.name","X.1","X.y","Indiv","Invest","LA_owned_companies","Sector.y","Sector_merge","year","joined","left","age","X.x.x","profit_margin_average","ebitda_margin_average","salaries_turnover_average","Region.Country.name","net_loss","median_house_price_detached","median_wage","average_house_price_per_sq_m","residential_expenditure","Unemployment.rate...aged.16.64.","occupancy_rate_fte","X..of.white...aged.16.","claimant_count_rate","rel_pov_per","overall.average","number_of_inspections","ever_outstanding","ever_inadequate","children_in_care","net_loss_s","median_wage_s","median_house_price_detached_s","average_house_price_per_sq_m_s","children_in_care_s","residential_expenditure_s","claimant_count_rate_s","X..of.white...aged.16._s","Unemployment.rate...aged.16.64._s","occupancy_rate_fte_s","rel_pov_per_s","closed","age_years","X.y.y","chain_size","binary_sector_private","net_loss_2014","needQuint","houseQuint","chain_size_0s","X.x.x.x","reqs_per","recs_per","house_price_2014","children_in_care_23","X.y.y.y","sector_third","sector_invest","sector_corp","sector_indiv","sector_la","majority"
"1146","Private","2675297",4,"WARWICKSHIRE","Closer 2 Home Limited","08/06/2022","Requires improvement to be good",2022-10-19,1,"2022-06-08",NA,NA,"Closer 2 Home Limited",1158,"CLOSER 2 HOME LIMITED",227,227,9,0,0,"Individual owned","Individual owned",2022,1,0,18,648,NA,NA,NA,"West Midlands",7.54545454545454,37.009,14.8590909090909,2434.2,12337287.5454545,2.65,94.33,91.18,2.23636363636364,14.3647577111177,2,3,0,0,41,0.530866247299287,0.454899201611111,0.0140704027463375,0.00598439589640866,-0.764875144992595,-0.500304138094607,-0.85053573421776,0.197107688070223,-1.33661200389373,1.52641229038608,-0.974119601080863,"0",1.5,1107,1,"1",-17,"3","3",0.1,NA,NA,NA,NA,58.08,NA,NA,NA,NA,1,NA,"Con"
"1147","Private","2677057",14,"SHROPSHIRE","Reflexion Care Group Limited","13/09/2022","Good",2023-01-31,1,"2022-09-13",NA,NA,"Reflexion Care Group Limited",80,"REFLEXION CARE GROUP LIMITED",702,702,0,94320,0,"Investment owned","Investment owned",2023,1,0,15,64,7.41166666666667,11.55,63.16,"West Midlands",-94.6363636363636,30.7222727272727,13.1,2135.33333333333,13039822.1818182,3.31,89.08,97.9,2.13636363636364,17.1903701020499,3,3,0,0,54.7857142857143,-0.87084297652632,-0.765417388925143,-0.193368721285119,-0.203973840939896,-0.453583374619314,-0.434165428503582,-0.928789733515425,0.741971497350069,-0.868222422831332,0.735369290180747,-0.597293785371665,"0",1.25,1108,23,"1",-97,"1","3",2.3,NA,NA,NA,2040,20.4,NA,0,1,0,0,0,"Con"
"1148","Private","2678404",3,"DERBY","Willow Care Group Limited","15/06/2022","Good",2022-10-11,1,"2022-06-15",NA,NA,"Willow Care Group Limited",1159,"WILLOW CARE GROUP LIMITED",903,903,144,0,0,"Individual owned","Individual owned",2022,1,0,18,871,NA,NA,NA,"East Midlands",6.27272727272727,25.5043,18.1463636363636,1692.66666666667,14324314,4.72,92.74,82.42,3.71818181818182,28.9076714976865,3,2,0,0,57.3571428571429,0.513407235614627,2.73534612222046,-0.365542834270924,-0.514953696526124,-0.395518588435697,-0.313239531135013,0.309046255374905,-0.513161206169576,0.132428045801981,1.28683926746675,0.965334433024782,"0",1.5,1109,1,"1",3,"3","2",0.1,NA,NA,NA,1666,22.75,NA,NA,NA,NA,1,NA,"Lab plurality"
"1149","Private","2679463",2,"BOURNEMOUTH CHRISTCHURCH AND POOLE","Lily Residential Services Ltd","09/05/2022","Requires improvement to be good",2022-08-11,1,"2022-05-09",NA,NA,"Lily Residential Services Ltd",1160,"LILY RESIDENTIAL SERVICES LTD",504,504,6,0,0,"Individual owned","Individual owned",2022,1,0,19,903,NA,NA,NA,"South West",9.4,39.1045454545455,15.2314285714286,NA,14494035.4,3.58,76.4,94.3,2.76363636363636,14.8886285124957,2.5,2,0,0,22.8,0.556306521468364,0.713197294270206,0.0832157775337555,NA,-1.17584479831442,-0.297261451471803,-0.437923737920984,0.450080170950151,-0.676608503305804,-1.17518789888662,-0.904255792906387,"0",1.58333333333333,1110,3,"1",NA,"3",NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"LD plurality"
"1150","Private","2680559",4,"SOUTHEND ON SEA","New Path Residential Ltd","05/07/2022","Good",2023-01-09,1,"2022-07-05",NA,NA,"New Path Residential Ltd",1161,"NEW PATH RESIDENTIAL LTD",562,562,6,0,0,"Individual owned","Individual owned",2023,1,0,17,798,NA,NA,NA,"East of England",4.81818181818182,46.55,13.41,3256,5589201.90909091,4.23,81.99,92.15,3.85454545454545,17.8413361964779,2,5,0,1,29.7142857142857,0.493454079403586,-0.550364180980511,0.328888685220604,0.583311004301746,-1.01971503990958,-1.13558908078291,0.415756254417175,0.275756184350201,-0.215315734077681,-0.332915447239414,-0.510480452333108,"0",1.41666666666667,1111,1,"1",4,"2","4",0.1,NA,NA,NA,2880,15.12,NA,NA,NA,NA,1,NA,"Con plurality"
"1151","Private","2682113",3,"STAFFORDSHIRE","Core Children LTD","07/07/2022","Good",2023-02-28,1,"2022-07-07",NA,NA,"Core Children LTD",1162,"CORE CHILDREN LTD",241,241,51,0,0,"Individual owned","Individual owned",2023,1,0,17,918,NA,NA,NA,"West Midlands",-168.090909090909,28.5755181818182,13.3136363636364,1960.95833333333,27026296.0909091,3.49,84.07,96.09,2.25454545454545,18.2369178250539,3,1,0,0,109.928571428571,-1.87847736518387,-0.617213565268285,-0.26420380973432,-0.326474847682024,0.791583706873812,0.882563011910272,-0.836307734345458,0.59521502491011,-0.740479809814313,-0.0195117443009187,-0.457725385733705,"0",1.41666666666667,1112,1,"1",-109,"1","2",0.1,NA,NA,NA,NA,36.3,NA,NA,NA,NA,1,NA,"Con"
"1152","Private","2682298",2,"SOMERSET","Plus One South West Ltd","16/08/2022","Requires improvement to be good",2023-02-22,1,"2022-08-16",NA,NA,"Plus One South West Ltd",1142,"PLUS ONE (SOUTH WEST) LIMITED",656,656,4,0,0,"Individual owned","Individual owned",2023,1,0,16,407,NA,NA,NA,"South West",-18.5454545454545,34.3635909090909,13.2763636363636,2413.86666666667,14860374.2727273,3.41,80.03,97.91,2.29090909090909,NA,2,3,0,0,64.5,0.172956507763745,-0.643070402587142,-0.0732184712125568,-0.00830007036169349,-0.234227515703427,-0.262773215502935,-0.807851734600852,0.742782306590068,-0.797254304488543,-0.628238167316073,NA,"0",1.33333333333333,1113,5,"1",-38,"1","3",0.5,NA,NA,NA,NA,18.72,NA,NA,NA,NA,1,NA,"LD"
"1153","Private","1269072",3,"WORCESTERSHIRE","Utopia Children's Services Ltd","05/01/2018","Requires improvement to be good",2022-10-04,1,"2018-01-05",NA,NA,"Utopia childrens Services Ltd",123,"UTOPIA CHILDRENS SERVICES LIMITED",884,884,16,0,0,"Individual owned","Individual owned",2022,1,0,71,441,NA,NA,NA,"West Midlands",22.4545454545455,34.27,13.6172727272727,2189.11111111111,21840417.7272727,3.38,80.69,95.63,2.49090909090909,17.3105338537221,2.8,6,0,0,103.428571428571,0.735386098462454,-0.406574939304922,-0.076306630656557,-0.166194159688958,0.644808830687446,0.394348929196504,-0.651343736005523,0.55791779987012,-0.81854473999138,-0.528792761575973,-0.581268656133175,"0",5.91666666666667,1114,4,"1",-6,"5","3",0.4,471,1,0,NA,73.72,NA,NA,NA,NA,1,NA,"Con"
"1154","Private","1269505",4,"CENTRAL BEDFORDSHIRE","Benjamin UK Ltd","20/02/2018","Good",2023-01-31,1,"2018-02-20",NA,NA,"Benjamin UK Ltd",957,"BENJAMIN UK LTD",122,122,8,0,0,"Individual owned","Individual owned",2023,1,0,70,342,NA,NA,NA,"East of England",-5.72727272727273,43.4717727272727,14.4118181818182,3234,5325094.09090909,2.61,80.37,92.87,1.83636363636364,12.0999440338296,3,6,0,0,27.9285714285714,0.348793696873541,0.144617153784839,0.227318386188485,0.567855680153635,-1.06003780809265,-1.16045297984682,-1.16355173140842,0.334134449630184,-1.36499925123085,-0.577008715874203,-1.27615687417333,"0",5.83333333333333,1115,11,"1",12,"2","4",1.1,474,2,2.5,2943,9.45,NA,NA,NA,NA,1,NA,"Other plurality"
"1155","Local Authority","SC395944",10,"ISLE OF WIGHT","Isle of Wight Council","24/07/2009","Good",2023-03-01,1,NA,NA,NA,"Isle of Wight Council",NA,NA,NA,NA,NA,NA,NA,NA,"Local Authority",2023,0,0,173,NA,NA,NA,NA,"South East",10.9090909090909,31.2613636363636,12.9754545454545,2338.33333333333,5469869.36363636,5.53,86.59,97.57,2.97272727272727,20.789026501222,3,10,0,0,24.8571428571429,0.577007921037319,-0.851817064844248,-0.175580682914142,-0.0613633499368737,-1.12939296936753,-1.14682340313522,-0.274301739389503,0.715214792430075,0.707269804378565,0.360188895797645,-0.117374233267859,"0",14.4166666666667,1116,1,"0",11,"3","3",0.1,1885,1.8,3.4,2229,10.71,NA,NA,0,NA,NA,1,"Con plurality"
"1156","Private","SC402135",4,"HAMPSHIRE","New Forest Care Ltd","11/10/2009","Good",2022-02-22,1,NA,NA,NA,"New Forest Care Ltd",3,"NEW FOREST CARE LIMITED",556,556,78,0,0,"Individual owned","Individual owned",2022,0,0,170,75,6.61625,8.43125,66.92875,"South East",-28.1818181818182,46.5927272727273,15.6472727272727,3536.12121212121,39006609.3636364,3.12,87.43,94.63,1.79090909090909,11.2921167223321,3.28571428571429,10,1,0,140.428571428571,0.0407668478656009,1.0016767127196,0.330298529745791,0.780100283124247,1.4802965874406,2.01042549632204,-1.19912173108918,0.476836875870143,-1.00306184768263,0.486755775830497,-1.38388933832308,"0",14.1666666666667,1117,8,"1",-4,"1","4",0.8,1926,3.8,4,NA,64.31,NA,NA,NA,NA,1,NA,"Con"
"1157","Private","SC403234",3,"DEVON","Phoenix Childcare Ltd","22/12/2009","Good",2023-01-10,1,NA,NA,NA,"Phoenix Childcare Ltd",818,"PHOENIX CHILDCARE LIMITED",645,645,2,0,0,"Individual owned","Individual owned",2023,0,0,168,926,NA,NA,NA,"South West",-3.72727272727273,35.8404090909091,13.0909090909091,2555,18337850.9090909,2.9,78.44,97.08,1.81818181818182,17.3247875112858,2.44444444444444,18,0,0,103.785714285714,0.376229286663722,-0.77172393461267,-0.0244888450175281,0.0908481757642169,0.652873384324059,0.0646068245083312,-1.17777973128072,0.675485139670087,-1.15919170803676,-0.867811190235404,-0.579367777528774,"0",14,1118,8,"1",-27,"2","3",0.8,1931,3.8,0.8,NA,15.96,NA,NA,NA,NA,1,NA,"Con"
"1158","Private","SC470224",10,"LANCASHIRE","Halliwell Homes Limited","11/11/2013","Requires improvement to be good",2022-10-03,1,NA,NA,NA,"Halliwell Homes Limited",156,"HALLIWELL HOMES LIMITED",354,354,0,0,0,"Corporate owned","Corporate owned",2022,0,0,121,124,5.804,9.402,65.51,"North West",-236.272727272727,27.0263,13.5054545454545,1571.80555555556,41367840.9090909,3.81,78.76,92.9,3.1,23.4520010157247,2.4,20,0,1,120.142857142857,-2.81378156257641,-0.48414545126149,-0.31532237248224,-0.599860407849899,1.02222994088096,2.2327188885316,-0.174705740283385,0.336566877350183,-0.513381831117391,-0.819595235937173,0.237762071648069,"0",10.0833333333333,1119,6,"1",-137,"1","1",0.6,2492,3.66666666666667,2.33333333333333,NA,9.9,NA,NA,NA,1,NA,NA,"Con"
"1159","Private","SC457074",4,"HEREFORDSHIRE","Cambian Childcare Ltd","10/12/2012","Good",2022-03-22,1,NA,NA,NA,"Cambian Childcare Ltd",18,"CAMBIAN CHILDCARE LIMITED",154,154,0,13632,0,"Investment owned","Investment owned",2022,0,0,132,12,11.306,13.811,56.869,"West Midlands",-22.9090909090909,33.0795454545455,12.0118181818182,1910.33333333333,6441411.36363636,2.97,65.29,98.37,2.03636363636364,18.408962606204,3,11,1,0,21.7142857142857,0.113097039130623,-1.52031090772199,-0.11558729886363,-0.362039656091029,-1.20036104136972,-1.0553595366331,-1.00704373281309,0.780079531630058,-1.10951402519681,-2.8491855621783,-0.434781362978339,"0",11,1120,225,"1",-24,"1","2",22.5,2337,1,1.2,1854,21,NA,0,1,0,0,0,"Con plurality"
"1160","Private","SC009651",4,"LANCASHIRE","Keys Child Care Ltd","08/02/1996","Outstanding",2022-11-29,1,NA,NA,NA,"Keys Child Care Ltd",845,"KEYS CHILD CARE LIMITED",476,476,0,160,0,"Investment owned","Investment owned",2022,0,0,334,104,9.03,11.553,58.074,"North West",-236.272727272727,27.0263,13.5054545454545,1571.80555555556,41367840.9090909,3.81,78.76,92.9,3.1,23.4520010157247,3.625,11,1,0,120.142857142857,-2.81378156257641,-0.48414545126149,-0.31532237248224,-0.599860407849899,1.02222994088096,2.2327188885316,-0.174705740283385,0.336566877350183,-0.513381831117391,-0.819595235937173,0.237762071648069,"0",27.8333333333333,1121,131,"1",-137,"1","1",13.1,904,0,1.16666666666667,NA,9.9,NA,0,1,0,0,0,"Con"
"1161","Private","SC047978",5,"NOTTINGHAMSHIRE","Blue Mountain Homes Ltd","27/06/2003","Requires improvement to be good",2022-10-25,1,NA,NA,NA,"Blue Mountain Homes Ltd",183,"BLUE MOUNTAIN HOMES LTD.",135,135,4,0,0,"Individual owned","Individual owned",2022,0,0,246,76,21.542,28.01,54.758,"East Midlands",-9.36363636363636,26.0930909090909,13.1090909090909,1667.57142857143,29052576,4.39,90.79,94.97,2.65454545454545,19.1932172779861,2.875,14,1,0,102.857142857143,0.29891080634594,-0.759110843237617,-0.346114876746926,-0.532583471041393,0.631905544868864,1.07332305635614,-0.5232917371548,0.504404390030135,-0.10176674472922,0.993023295961913,-0.330192563974475,"0",20.5,1122,16,"1",-6,"2","2",1.6,1370,2.6,1.2,NA,68.9,NA,NA,NA,NA,1,NA,"Con"
"1162","Local Authority","SC051513",4,"DERBYSHIRE","Nottinghamshire County Council","02/02/2004","Good",2022-06-07,1,NA,NA,NA,"Nottinghamshire County Council",NA,NA,NA,NA,NA,NA,NA,NA,"Local Authority",2022,0,0,238,NA,NA,NA,NA,"East Midlands",-42.2727272727273,26.8756818181818,13.1590909090909,1827.29166666667,24112375.4545455,3.33,83.95,96.98,2.39090909090909,18.2303522477871,2.77777777777778,13,0,0,84.5714285714286,-0.152529352928856,-0.724424841956226,-0.320292224416985,-0.420377650460697,0.219000398674253,0.608237817443998,-0.729597735303188,0.66737704727009,-0.854028799162774,-0.0375927271627535,-0.458600976107356,"0",19.8333333333333,1123,17,"0",-47,"1","2",1.7,1380,2,1.4,NA,55.44,NA,NA,0,NA,NA,1,"Con"
"1163","Private","SC042652",3,"SEFTON","After Care Nw Limited","20/03/2003","Good",2022-08-09,1,NA,NA,NA,"After Care Nw Limited",736,"AFTER CARE (N W) LIMITED",48,48,0,0,0,"Corporate owned","Corporate owned",2022,0,0,249,305,NA,NA,NA,"North West",-9.81818181818182,30.2745454545455,13.5154545454545,1580,11424038.2727273,3.38,84.75,96.77,3.78181818181818,19.0701834801986,2.5,17,0,1,53.8571428571429,0.29267544502999,-0.477208251005211,-0.208142092107558,-0.594103689890692,-0.474551214074509,-0.586280153093331,0.358844254927965,0.650350053230094,-0.81854473999138,0.0829471585828213,-0.346600444743909,"0",20.75,1124,6,"1",-13,"1","2",0.6,1338,3.2,2.2,1564,35.51,NA,NA,NA,1,NA,NA,"Lab"
"1164","Private","SC423407",8,"DURHAM","Keys Care Limited","28/01/2011","Good",2023-02-28,1,NA,NA,NA,"Keys Care Limited",81,"KEYS CARE LIMITED",475,475,0,19504,0,"Investment owned","Investment owned",2023,0,0,155,98,-0.148,8.544,62.22125,"North East",-42.1818181818182,20.9533181818182,13.2418181818182,1181.66666666667,7850385,5.47,87.92,98.52,3.55454545454545,24.4887937372761,3,13,1,0,54.2857142857143,-0.151282280665666,-0.66703527619974,-0.515708674284718,-0.873938725602697,-0.464873749710573,-0.92271454899347,0.180994256524182,0.792241670230054,0.664688933372892,0.560586455849664,0.376029536879233,"0",12.9166666666667,1125,131,"1",-39,"1","1",13.1,2075,2,4.6,1171,24.5,NA,0,1,0,0,0,"Lab plurality"
"1165","Voluntary","SC025739",4,"STOCKPORT","The Together Trust","24/07/1998","Outstanding",2022-03-15,1,NA,NA,NA,"The Together Trust",112,"THE TOGETHER TRUST",851,851,0,0,0,"Corporate owned","Third sector",2022,0,0,305,36,3.541,5.911,64.152,"North West",-57.3636363636364,39.2925454545455,14.2309090909091,2473,8478833.84,4.6,93.37,92.51,2.99090909090909,16.5773282733401,3.57142857142857,11,1,0,43.4285714285714,-0.359543348618403,0.0191168946030737,0.0894190934445785,0.0332419675758041,-0.710036180263623,-0.863550497614141,-0.260073739517201,0.304945316990192,0.0472663037906349,1.3817644274914,-0.679049509514426,"0",25.4166666666667,1126,12,"0",-46,"1","3",1.2,1005,0.5,0.833333333333333,2307,13.26,NA,1,NA,NA,NA,NA,"LD plurality"
"1166","Private","SC026991",4,"WARRINGTON","Keys Child Care Ltd","29/09/1998","Good",2022-06-14,1,NA,NA,NA,"Keys Child Care Ltd",845,"KEYS CHILD CARE LIMITED",476,476,0,160,0,"Investment owned","Investment owned",2022,0,0,303,104,9.03,11.553,58.074,"North West",-9.09090909090909,32.1903727272727,14.6954545454545,2132,8754889.36363636,3.18,86.91,94.67,2.71818181818182,15.9334566147425,2.44444444444444,15,0,1,36.3571428571429,0.30265202313551,0.341381379235645,-0.144926763366613,-0.206315556719913,-0.869714342268571,-0.837561805863243,-0.47349373760174,0.480080112830142,-0.960480976676956,0.408404850095874,-0.764916723199403,"0",25.25,1127,131,"1",-11,"2","3",13.1,1016,4.16666666666667,1.5,2157,23.68,NA,0,1,0,0,0,"Lab"
"1167","Local Authority","SC069618",1,"NORTH EAST LINCOLNSHIRE","North East Lincolnshire Council","12/03/2007","Requires improvement to be good",2022-09-05,1,NA,NA,NA,"North East Lincolnshire Council",NA,NA,NA,NA,NA,NA,NA,NA,"Local Authority",2022,0,0,201,NA,NA,NA,NA,"Yorkshire and The Humber",11,21.6271545454545,12.7272727272727,1100.33333333333,8053244.24363636,5.57,77.32,97.78,4.58181818181818,29.4566243822323,2.54545454545455,19,1,1,40.2142857142857,0.578254993300509,-1.0239857621137,-0.493474526221758,-0.931076590635106,-0.782617162993145,-0.903616773726236,0.984876249309281,0.732241786470071,0.73565705171568,-1.03656703027921,1.03854320687103,"0",16.75,1128,10,"0",6,"3","1",1,1649,1.83333333333333,1.33333333333333,1085,17.68,NA,NA,0,NA,NA,1,"Con"
"1168","Private","SC357455",4,"BLACKBURN WITH DARWEN","Woodside House Care Ltd","25/02/2008","Outstanding",2022-06-14,1,NA,NA,NA,"Woodside House Care Ltd",190,"WOODSIDE HOUSE CARE LTD",916,916,12,0,0,"Individual owned","Individual owned",2022,0,0,190,344,NA,NA,NA,"North West",14.3636363636364,22.2769363636364,13.38,1259.33333333333,5370358.27272727,5.74,90.07,70.03,4.62727272727273,38.9884270158147,3.66666666666667,13,1,0,28.0714285714286,0.624396667038541,-0.571175781749346,-0.472034090629786,-0.819376747928306,-1.056811986638,-1.15619167453717,1.02044624899004,-1.51775385452929,0.85630285289842,0.884537398790896,2.30971164954402,"0",15.8333333333333,1129,1,"1",8,"4","1",0.1,1669,1,3,1218,24,NA,NA,NA,NA,1,NA,"Lab"
"1169","Private","SC359846",5,"WOLVERHAMPTON","Cambian Childcare Ltd","24/08/2007","Requires improvement to be good",2023-02-08,1,NA,NA,NA,"Cambian Childcare Ltd",18,"CAMBIAN CHILDCARE LIMITED",154,154,0,13632,0,"Investment owned","Investment owned",2023,0,0,196,12,11.306,13.811,56.869,"West Midlands",-0.545454545454545,24.7309818181818,13.7145454545455,1624,9844253.09090909,7.88,83.79,70.87,6.38181818181818,32.0874466926098,2,22,0,1,36.2142857142857,0.419876815875374,-0.339094900448395,-0.391059520342208,-0.56319304159447,-0.872940163723216,-0.735005849946226,2.39344823666724,-1.44964587836931,2.37502058543409,-0.061700704311868,1.38939166941153,"0",16.3333333333333,1130,225,"1",24,"2","2",22.5,1683,4.57142857142857,1.71428571428571,1644,NA,NA,0,1,0,0,0,"Lab"
"1170","Private","SC473699",4,"LINCOLNSHIRE","Unique Care Homes Support Limited","17/03/2014","Good",2022-06-14,1,NA,NA,NA,"Unique Care Homes Support Limited",165,"UNIQUE CARE HOMES SUPPORT LIMITED",880,880,0,0,0,"Corporate owned","Corporate owned",2022,0,0,117,156,9.96,14.885,58.065,"East Midlands",-54.0909090909091,23.6406636363636,12.6654545454545,1549.19047619048,11414494.6363636,4.26,91.16,97.29,2.72727272727273,21.1394872904532,3,14,1,1,52.7142857142857,-0.314648747143561,-1.06687027278888,-0.427036052922699,-0.615747834314561,-0.500357785711672,-0.587178619533597,-0.466379737665589,0.692512133710083,-0.194025298574845,1.04877299311924,-0.0706365160919384,"0",9.75,1131,5,"1",-52,"1","1",0.5,2539,0.6,2,NA,9.5,NA,NA,NA,1,NA,NA,"Con"
"1171","Private","SC474041",2,"SHROPSHIRE","Keys Nhcc Ltd","30/04/2014","Good",2023-01-17,1,"2014-04-30",NA,NA,"Keys Nhcc Ltd",660,"KEYS NHCC LIMITED",484,484,0,7640,0,"Investment owned","Investment owned",2023,0,0,116,113,0.414,1.842,60.568,"West Midlands",-94.6363636363636,30.7222727272727,13.1,2135.33333333333,13039822.1818182,3.31,89.08,97.9,2.13636363636364,17.1903701020499,2.66666666666667,13,0,0,54.7857142857143,-0.87084297652632,-0.765417388925143,-0.193368721285119,-0.203973840939896,-0.453583374619314,-0.434165428503582,-0.928789733515425,0.741971497350069,-0.868222422831332,0.735369290180747,-0.597293785371665,"0",9.66666666666667,1132,131,"1",-97,"1","3",13.1,2543,3.57142857142857,0.571428571428571,2040,20.4,NA,0,1,0,0,0,"Con"
"1172","Private","SC474894",3,"NORTHUMBERLAND","A Wilderness Way Ltd","13/05/2014","Good",2022-05-03,1,"2014-05-13",NA,NA,"A Wilderness Way Ltd",191,"A WILDERNESS WAY LIMITED",17,17,0,48087,0,"Investment owned","Investment owned",2022,0,0,115,43,NA,NA,NA,"North East",3.72727272727273,27.9527090909091,13.0272727272727,1552.33333333333,8153820.81818182,5.29,92.47,98.96,3.24545454545455,20.711426387453,2.66666666666667,12,0,1,32.6428571428571,0.478489212245306,-0.81586975442535,-0.284754243473903,-0.613539930864831,-0.953585700089351,-0.894148194511476,-0.0608817413049634,0.827917276790044,0.536946320355873,1.24615705602762,-0.127723043410383,"0",9.58333333333333,1133,13,"1",-7,"2","1",1.3,2553,1.85714285714286,1.14285714285714,1510,11.2,NA,0,1,0,0,0,"Con plurality"
"1173","Private","SC475748",7,"LANCASHIRE","Witherslack Group Ltd","30/06/2014","Good",2023-02-28,1,"2014-06-30",NA,NA,"Witherslack Group Ltd",38,"WITHERSLACK GROUP LIMITED",911,911,0,290304,0,"Investment owned","Investment owned",2023,0,0,114,5,16.726,21.504,58.034,"North West",-236.272727272727,27.0263,13.5054545454545,1571.80555555556,41367840.9090909,3.81,78.76,92.9,3.1,23.4520010157247,3.11111111111111,11,1,1,120.142857142857,-2.81378156257641,-0.48414545126149,-0.31532237248224,-0.599860407849899,1.02222994088096,2.2327188885316,-0.174705740283385,0.336566877350183,-0.513381831117391,-0.819595235937173,0.237762071648069,"0",9.5,1134,36,"1",-137,"1","1",3.6,2570,1.42857142857143,1.85714285714286,NA,9.9,NA,0,1,0,0,0,"Con"
"1174","Private","SC014235",7,"BRIGHTON AND HOVE","Lioncare Ltd Operating As The Lioncare Group","09/11/1998","Outstanding",2023-03-20,1,NA,NA,NA,"Lioncare Ltd",604,"LIONCARE LIMITED",505,505,0,0,0,"Corporate owned","Corporate owned",2023,0,0,301,238,NA,NA,NA,"South East",18.0909090909091,58.55,15.2845454545455,5100,8590633.18181818,5.86,98.45,89.22,3.26363636363636,13.813924182359,2.77777777777778,16,1,1,42.4285714285714,0.675526629829332,0.750045539787322,0.724845019953985,1.87874817380703,-0.732616930446141,-0.853025373558687,-0.0466537414326608,0.0381890770302675,0.941464594909765,2.1471927019758,-1.04757917906848,"0",25.0833333333333,1135,4,"1",9,"4","5",0.4,924,4,1.57142857142857,4558,NA,NA,NA,NA,1,NA,NA,"Lab"
"1175","Private","SC020151",8,"DERBYSHIRE","Country Care Childrens Homes Ltd","26/08/1999","Outstanding",2022-06-29,1,NA,NA,NA,"Country Care Childrens Homes Ltd",859,"COUNTRY CARE CHILDRENS HOMES LTD",245,245,15,0,0,"Individual owned","Individual owned",2022,0,0,292,299,NA,NA,NA,"East Midlands",-42.2727272727273,26.8756818181818,13.1590909090909,1827.29166666667,24112375.4545455,3.33,83.95,96.98,2.39090909090909,18.2303522477871,3.44444444444444,14,1,0,84.5714285714286,-0.152529352928856,-0.724424841956226,-0.320292224416985,-0.420377650460697,0.219000398674253,0.608237817443998,-0.729597735303188,0.66737704727009,-0.854028799162774,-0.0375927271627535,-0.458600976107356,"0",24.3333333333333,1136,2,"1",-47,"1","2",0.2,940,0.833333333333333,0.333333333333333,NA,55.44,NA,NA,NA,NA,1,NA,"Con"
"1176","Private","SC021677",4,"MANCHESTER","The Partnership Of Care Today","24/08/2001","Good",2023-03-01,1,NA,NA,NA,"Care Today Childrens Services",680,"CARE TODAY (CHILDRENS SERVICES) LTD",175,175,0,0,0,"Corporate owned","Corporate owned",2023,0,0,268,256,NA,NA,NA,"North West",21,27.5563181818182,16.2254545454545,2383.66666666667,19816677.1818182,7.06,87.52,68.12,4.93636363636364,36.4846049836888,2.88888888888889,15,1,0,64.8571428571429,0.715432942251414,1.40277301844625,-0.297833701097675,-0.0295160153286457,-0.226162962066813,0.203827948030076,1.26232224681918,-1.67261841936925,1.79308201502322,0.500316512976875,1.97580004062188,"0",22.3333333333333,1137,34,"1",-7,"5","3",3.4,957,3.16666666666667,13.1666666666667,2212,36.3,NA,NA,NA,1,NA,NA,"Lab"
"1177","Private","2623790",4,"SOMERSET","Evolve Childcare Ltd","22/04/2021","Good",2022-05-04,1,"2021-04-22",NA,NA,"Evolve Child care Ltd",1035,"EVOLVE CHILD CARE LIMITED",296,296,24,0,0,"Individual owned","Individual owned",2022,1,0,32,881,NA,NA,NA,"South West",-18.5454545454545,34.3635909090909,13.2763636363636,2413.86666666667,14860374.2727273,3.41,80.03,97.91,2.29090909090909,NA,2.66666666666667,4,0,0,64.5,0.172956507763745,-0.643070402587142,-0.0732184712125568,-0.00830007036169349,-0.234227515703427,-0.262773215502935,-0.807851734600852,0.742782306590068,-0.797254304488543,-0.628238167316073,NA,"0",2.66666666666667,1138,1,"1",-38,"1","3",0.1,NA,NA,NA,NA,18.72,NA,NA,NA,NA,1,NA,"LD"
"1178","Private","2624784",4,"EALING","Care2Care Children's Home Ltd","26/04/2021","Good",2022-06-21,1,"2021-04-26",NA,NA,"Care2Care childrens Home Ltd",1039,"CARE2CARE CHILDREN'S HOME LTD",176,176,1,0,0,"Individual owned","Individual owned",2022,1,0,32,741,NA,NA,NA,"London",12.5454545454545,119.863636363636,15.8118181818182,7307,8070070.54545454,5.88,72.28,54.04,4.28181818181818,15.4141969518858,2.66666666666667,3,0,0,47.0714285714286,0.59945522177474,1.11582518966382,2.74797191359739,3.42919819175614,-0.627777733170166,-0.902032695402064,0.750114251416287,-2.81423782928892,0.955658218578323,-1.79596831047633,-0.834165586436551,"0",2.66666666666667,1139,1,"1",28,"4","5",0.1,NA,NA,NA,6751,NA,NA,NA,NA,NA,1,NA,"Lab"
