"","X","Company.name","Indiv","Invest","LA_owned_companies","Sector"
"349",349,"GREENFIELDS ADOLESCENT DEVELOPMENT LIMITED",0,148,0,"Investment owned"
"350",350,"GS SOCIAL CARE SOLUTIONS LTD",12,0,0,"Individual owned"
"351",351,"GSM ARDENT LIMITED",0,0,0,"Corporate owned"
"352",352,"GUIDANCE CARE LIMITED",18,0,0,"Individual owned"
"353",353,"HALLIWELL HOMES (MIDLANDS DIVISION) LIMITED",0,0,0,"Corporate owned"
"354",354,"HALLIWELL HOMES LIMITED",0,0,0,"Corporate owned"
"355",355,"HALLS HOMES FOR YOUNG PEOPLE LTD",5,0,0,"Individual owned"
"356",356,"HAMELIN TRUST",0,0,0,"Corporate owned"
"357",357,"HAND IN HAND CHILDCARE LLP",0,0,0,"Corporate owned"
"358",358,"HAND IN HAND CHILDCARE LTD",0,0,0,"Corporate owned"
"359",359,"HAPIN CARE LTD",4,0,0,"Individual owned"
"360",360,"HAPPY CHILDREN HOME LIMITED",0,0,0,"Corporate owned"
"361",361,"HAPPY FAMILIES CHILD CARE LIMITED",0,0,0,"Corporate owned"
"362",362,"HAPPY GROUP (UK) LIMITED",24,0,0,"Individual owned"
"363",363,"HARMONY CHILDCARE RESIDENTIAL HOMES LTD",0,0,0,"Corporate owned"
"364",364,"HARMONY CHILDREN'S SERVICES LIMITED",16,0,0,"Individual owned"
"365",365,"HARMONY RESIDENTIAL HOMES LTD",4,0,0,"Individual owned"
"366",366,"HARTMORE EDUCATION LIMITED",0,0,0,"Corporate owned"
"367",367,"HAVEN CARE GROUP LIMITED",0,0,0,"Corporate owned"
"368",368,"HAZELMONT CARE LIMITED",30,0,0,"Individual owned"
"369",369,"HAZELMONT SOCIAL CARE LIMITED",36,0,0,"Individual owned"
"370",370,"HCRG CARE LTD",0,218727,0,"Investment owned"
"371",371,"HEADSTART  CARE LLP",3,0,0,"Individual owned"
"372",372,"HEADSTART RESIDENTIAL CARE LTD",6,0,0,"Individual owned"
"373",373,"HEADWAY ADOLESCENT RESOURCES LIMITED",0,3584,0,"Investment owned"
"374",374,"HEADWAY HOUSE LIMITED",0,0,0,"Corporate owned"
"375",375,"HEARTWOOD RESIDENTIAL SERVICES LTD",0,0,0,"Corporate owned"
"376",376,"HEARTWOOD RSC LTD",0,0,0,"Corporate owned"
"377",377,"HEARTWOOD RSL LTD",0,0,0,"Corporate owned"
"378",378,"HEARTWOOD RSW LTD",0,0,0,"Corporate owned"
"379",379,"HEATHCOTES CS LIMITED",0,513,0,"Investment owned"
"380",380,"HEATHFIELD (PARKGATE) LIMITED",9,0,0,"Individual owned"
"381",381,"HELM CARE SERVICES LTD",0,0,0,"Corporate owned"
"382",382,"HELPFUL INVESTMENTS LIMITED",0,0,0,"Corporate owned"
"383",383,"HENNESSY LIVING GROUP LIMITED",16,0,0,"Individual owned"
"384",384,"HESLEY SERVICES LIMITED",0,9504,0,"Investment owned"
"385",385,"HESTIA HOMES FOR CHILDREN LIMITED",24,0,0,"Individual owned"
"386",386,"HEXAGON CARE SERVICES LIMITED",0,0,0,"Corporate owned"
"387",387,"HIGH VIEW CHILDRENS SERVICES LIMITED",4,0,0,"Individual owned"
"388",388,"HIGHER HOPES LTD",16,0,0,"Individual owned"
"389",389,"HIGHFIELD (NORTH EAST) LIMITED",4,0,0,"Individual owned"
"390",390,"HIGHLANDS (FAREHAM) LIMITED",9,0,0,"Individual owned"
"391",391,"HILL TOP CHILDRENS CARE LIMITED",8,0,0,"Individual owned"
"392",392,"HILLCREST CHILDRENS SERVICES (2) LIMITED",0,7680,0,"Investment owned"
"393",393,"HILLCREST CHILDRENS SERVICES LIMITED",0,144,0,"Investment owned"
"394",394,"HMO NE LTD",0,0,0,"Corporate owned"
"395",395,"HOLIBROOK HOUSE LIMITED",18,0,0,"Individual owned"
"396",396,"HOLISTIC APPROACH LTD",4,0,0,"Individual owned"
"397",397,"HOLISTIC CARE SERVICE NATIONWIDE LIMITED",1,0,0,"Individual owned"
"398",398,"HOLLY LODGE HOME LTD",0,0,0,"Corporate owned"
"399",399,"HOLLYBANK TRUST",0,0,0,"Corporate owned"
"400",400,"HOLME FARM RESIDENTIAL VILLAGE LIMITED",1,0,0,"Individual owned"
"401",401,"HOLYWELL CHILDREN'S SERVICES LIMITED",12,0,0,"Individual owned"
"402",402,"HOMES 2 INSPIRE LIMITED",0,0,0,"Corporate owned"
"403",403,"HOMES FOR SUPPORT LTD",54,0,0,"Individual owned"
"404",404,"HOPEDALE CHILDREN AND FAMILY SERVICES LIMITED",448,448,0,"Investment owned"
"405",405,"HOPESPRING",0,0,0,"Corporate owned"
"406",406,"HOPSCOTCH CARE LIMITED",16,0,0,"Individual owned"
"407",407,"HOPSCOTCH SOLUTIONS LIMITED",0,31360,0,"Investment owned"
"408",408,"HORIZON CARE AND EDUCATION GROUP LIMITED",0,2313,0,"Investment owned"
"409",409,"HORIZON CARE LIMITED",0,0,0,"Corporate owned"
"410",410,"HORIZON CARE MAYFIELD LODGE LIMITED",18,0,0,"Individual owned"
"411",411,"HORIZON INDEPENDENT CARE LTD",0,0,0,"Corporate owned"
"412",412,"HORIZON RESIDENTIAL HOMES LIMITED",0,0,0,"Corporate owned"
"413",413,"HORIZON TRANSITIONAL CARE LTD",54,0,0,"Individual owned"
"414",414,"HORTON ESTABLISHMENTS LTD",9,0,0,"Individual owned"
"415",415,"HOWARD HOUSE CARE LIMITED",2,0,0,"Individual owned"
"416",416,"HYGGE CARE LTD",4,0,0,"Individual owned"
"417",417,"I.M.P.A.C.T CHILDREN'S RESIDENTIAL CARE LTD",18,0,0,"Individual owned"
"418",418,"ICARE CHILDRENS SERVICES LIMITED",1,0,0,"Individual owned"
"419",419,"IDEM LIVING LTD",9,0,0,"Individual owned"
"420",420,"IMAP CENTRE LIMITED",4,0,0,"Individual owned"
"421",421,"IMPACT CHILDCARE AND EDUCATION LTD",0,0,0,"Corporate owned"
"422",422,"IMPACT FOR CHANGE LTD",16,0,0,"Individual owned"
"423",423,"IN SAFE HANDS CARE LTD",4,0,0,"Individual owned"
"424",424,"INDEPENDENT LIVING SERVICES (NORTH WEST) LIMITED",16,0,0,"Individual owned"
"425",425,"INDIGO CHILDRENS CARE HOMES LTD",320,0,0,"Individual owned"
"426",426,"INDIVIDUAL SPECIALIST CARE LTD",1,0,0,"Individual owned"
"427",427,"INFINITY CARE HOME LTD",6,0,0,"Individual owned"
"428",428,"INGLESIDE CHILDREN'S HOME LTD",0,0,0,"Corporate owned"
"429",429,"INMIND CHILDREN'S SERVICES LIMITED",0,0,0,"Corporate owned"
"430",430,"INNOVATE THERAPEUTIC CARE LIMITED",0,96,0,"Investment owned"
"431",431,"INROADS (ESSEX) LTD",0,234,0,"Investment owned"
"432",432,"INSPIRATION CARE LIMITED",0,0,0,"Corporate owned"
"433",433,"INSPIRATIONS LEICESTERSHIRE LIMITED",20,0,0,"Individual owned"
"434",434,"INSPIRE CARE (UK) LIMITED",0,0,0,"Corporate owned"
"435",435,"INSPIRE CHILDRENS SERVICES LIMITED",0,0,0,"Corporate owned"
"436",436,"INSTITUTE OF INTEGRATED SYSTEMIC THERAPY",0,0,0,"Corporate owned"
"437",437,"INTERACT CARE LIMITED",0,9184,0,"Investment owned"
"438",438,"INTERACTIVE DEVELOPMENT RESIDENTIAL LIMITED",0,0,0,"Corporate owned"
"439",439,"INTERACTIVE DEVELOPMENT SUPPORT LIMITED",0,0,0,"Corporate owned"
"440",440,"INVESTED CHILDCARE LTD",9,0,0,"Individual owned"
"441",441,"INVESTING IN CHILDREN CIC",0,0,0,"Corporate owned"
"442",442,"INVIGOR ADOLESCENT CARE LIMITED",18,0,0,"Individual owned"
"443",443,"ISLAND CHOICES LTD",15,0,0,"Individual owned"
"444",444,"IVIE LODGE LIMITED",0,0,0,"Corporate owned"
"445",445,"IVORY COTTAGE LTD",6,0,0,"Individual owned"
"446",446,"J & R CARE LIMITED",18,0,0,"Individual owned"
"447",447,"JA NAILAH LIMITED",12,0,0,"Individual owned"
"448",448,"JAMES KIDS HOME LTD",12,0,0,"Individual owned"
"449",449,"JAMORES LIMITED",15,0,0,"Individual owned"
"450",450,"JASMINE GARDENS PRIVATE LTD",6,0,0,"Individual owned"
"451",451,"JASPER EDUCATION AND SUPPORT SERVICES LIMITED",216,0,0,"Individual owned"
"452",452,"JAYNE HOMES LIMITED",4,0,0,"Individual owned"
"453",453,"JEEVES CARE GROUP LIMITED",6,0,0,"Individual owned"
"454",454,"JIGSAW THERAPEUTIC CARE LTD",9,0,0,"Individual owned"
"455",455,"JMR HEALTHCARE LTD",4,0,0,"Individual owned"
"456",456,"JOHN-EDWARDS CARE HOMES LTD",0,5760,0,"Investment owned"
"457",457,"JURITA LIMITED",12,0,0,"Individual owned"
"458",458,"JUVENTAS SERVICES LIMITED",74,0,0,"Individual owned"
"459",459,"K & G CARE LTD",12,0,0,"Individual owned"
"460",460,"KARTIKEYA SOLUTIONS LIMITED",1,0,0,"Individual owned"
"461",461,"KATTZ (AH) LTD",8,0,0,"Individual owned"
"462",462,"KATTZ (YH) LTD",0,0,0,"Corporate owned"
"463",463,"KEDLESTON (HIGH PEAK SCHOOL) LIMITED",0,0,0,"Corporate owned"
"464",464,"KEDLESTON (WINGS EDUCATION) LIMITED",0,0,0,"Corporate owned"
"465",465,"KEDLESTON (WOOD GROVE CHILDCARE) LIMITED",0,0,0,"Corporate owned"
"466",466,"KEIR LOCK CHILDRENS HOMES LTD",55,0,0,"Individual owned"
"467",467,"KELWEL CARE LIMITED",0,0,0,"Corporate owned"
"468",468,"KENNEDY AND ELLIOTT PARTNERSHIP LLP",2,0,0,"Individual owned"
"469",469,"KENNET CARE LIMITED",24,0,0,"Individual owned"
"470",470,"KESWICK CARE LIMITED",28,0,0,"Individual owned"
"471",471,"KEY CHANGE CHILDREN'S SERVICE LIMITED",0,80920,0,"Investment owned"
"472",472,"KEYS ACE LIMITED",0,5088,0,"Investment owned"
"473",473,"KEYS ACTIVE 8 CARE LIMITED",0,5408,0,"Investment owned"
"474",474,"KEYS BR LIMITED",0,5408,0,"Investment owned"
"475",475,"KEYS CARE LIMITED",0,19504,0,"Investment owned"
"476",476,"KEYS CHILD CARE LIMITED",0,160,0,"Investment owned"
"477",477,"KEYS CHILDCARE (IRL) LIMITED",0,0,0,"Corporate owned"
"478",478,"KEYS CWC LIMITED",0,144,0,"Investment owned"
"479",479,"KEYS DIRECT CARE LIMITED",0,0,0,"Corporate owned"
"480",480,"KEYS EDUCATION LIMITED",0,2320,0,"Investment owned"
"481",481,"KEYS EDUCATIONAL SERVICES LIMITED",0,5408,0,"Investment owned"
"482",482,"KEYS GROUP PROGRESSIVE CARE & EDUCATION LIMITED",0,152,0,"Investment owned"
"483",483,"KEYS KIN LIMITED",0,5088,0,"Investment owned"
"484",484,"KEYS NHCC LIMITED",0,7640,0,"Investment owned"
"485",485,"KEYS QTC LIMITED",0,5408,0,"Investment owned"
"486",486,"KEYS SPECIALIST RESIDENTIAL CHILDREN'S SERVICES LTD",0,5088,0,"Investment owned"
"487",487,"KEYS STEPPING STONES LIMITED",0,160,0,"Investment owned"
"488",488,"KIDS INC RESIDENTIAL SERVICES LTD",0,0,0,"Corporate owned"
"489",489,"KIDS PLANET DAY NURSERIES LIMITED",0,1216,0,"Investment owned"
"490",490,"KISIMUL GROUP LIMITED",0,3348,0,"Investment owned"
"491",491,"KITES CHILDRENS SERVICES LIMITED",12,0,0,"Individual owned"
"492",492,"KNOSSINGTON GRANGE SCHOOL LIMITED",0,31360,0,"Investment owned"
"493",493,"LAKESIDE@OURPLACE LIMITED",0,0,0,"Corporate owned"
"494",494,"LANGLEY HOUSE (HARWICH) LIMITED",3,0,0,"Individual owned"
"495",495,"LASKA CARE AND EDUCATION LTD",4,0,0,"Individual owned"
"496",496,"LAUREL LEAF HOMES LTD",1,0,0,"Individual owned"
"497",497,"LAVENDER GROVE CARES LTD.",4,0,0,"Individual owned"
"498",498,"LEEWARD CARE LIMITED",12,0,0,"Individual owned"
"499",499,"LIBRE LIVING LIMITED",0,0,0,"Corporate owned"
"500",500,"LIFE CHANGE CARE LTD",81,0,0,"Individual owned"
"501",501,"LIFETIME OPPORTUNITIES LTD",6,0,0,"Individual owned"
"502",502,"LIFEWORKS CHARITY LIMITED",0,0,0,"Corporate owned"
"503",503,"LIGHTHOUSE SOUTHWEST LTD",12,0,0,"Individual owned"
"504",504,"LILY RESIDENTIAL SERVICES LTD",6,0,0,"Individual owned"
"505",505,"LIONCARE LIMITED",0,0,0,"Corporate owned"
"506",506,"LITTLE ACORNS LONDON BEACH FARM LIMITED",0,0,0,"Corporate owned"
"507",507,"LITTLE BELSTEADS CARE HOME LIMITED",0,0,0,"Corporate owned"
"508",508,"LIVABILITY",0,0,0,"Corporate owned"
"509",509,"LIVING LIFE (UK) LIMITED",0,0,0,"Corporate owned"
"510",510,"LODGE GROUP CARE UK LIMITED",18,0,0,"Individual owned"
"511",511,"LONGBOAT SPECIAL EDUCATION LTD.",36,0,0,"Individual owned"
"512",512,"LONGDON HALL SCHOOL LIMITED",0,0,0,"Corporate owned"
"513",513,"LONSDALE CARE LTD",9,0,0,"Individual owned"
"514",514,"LOYAL CARE LIMITED",0,0,0,"Corporate owned"
"515",515,"LYNSTEAD CHILDRENS SERVICES LTD",0,0,0,"Corporate owned"
"516",516,"LYTHAM CARE LIMITED",0,0,0,"Corporate owned"
"517",517,"M.J. CHILDRENS SERVICES LIMITED",6,0,0,"Individual owned"
"518",518,"MACINTYRE ACADEMIES",0,0,0,"Corporate owned"
"519",519,"MACINTYRE CARE",0,0,0,"Corporate owned"
"520",520,"MACINTYRE HUDSON LLP",0,0,0,"Corporate owned"
"521",521,"MADIBA LIMITED",0,0,0,"Corporate owned"
"522",522,"MADIBA LTD",1,0,0,"Individual owned"
"523",523,"MANGROVE CARE LTD",10,0,0,"Individual owned"
"524",524,"MANUEL CORNWALL LTD",6,0,0,"Individual owned"
"525",525,"MAPLE LEAF CARE LIMITED",4,0,0,"Individual owned"
"526",526,"MAYNE ENTERPRISES LIMITED",0,18,0,"Investment owned"
"527",527,"MCRAE RESIDENTIAL CARE SERVICES LIMITED",4,0,0,"Individual owned"
"528",528,"MEADOWS CARE LIMITED",0,0,0,"Corporate owned"
"529",529,"MERCIA CHILDREN SERVICES LIMITED",4,0,0,"Individual owned"
"530",530,"MERRYVALE PROPERTIES LIMITED",0,0,0,"Corporate owned"
"531",531,"MGM CARE SERVICES LTD",6,0,0,"Individual owned"
"532",532,"MIDAS MANORS LTD",4,0,0,"Individual owned"
"533",533,"MIG HOUSE RESIDENTIAL CARE HOME LIMITED",9,0,0,"Individual owned"
"534",534,"MILESTONES CARE HOMES LTD",9,0,0,"Individual owned"
"535",535,"MJ RESIDENTIAL SERVICES LIMITED",0,0,0,"Corporate owned"
"536",536,"MOMENTUM RESIDENTIAL CARE HOME LTD",4,0,0,"Individual owned"
"537",537,"MONARCH INTERVENTION SERVICES LIMITED",9,0,0,"Individual owned"
"538",538,"MONTAGE SERVICES LIMITED",0,0,0,"Corporate owned"
"539",539,"MOONREACH LIMITED",4,0,0,"Individual owned"
"540",540,"MOTIVATIONS ACTIVITY PROJECTS LTD.",9,0,0,"Individual owned"
"541",541,"MULBERRY HOUSE CARE HOMES LIMITED",0,0,0,"Corporate owned"
"542",542,"MUTUAL CARE LIMITED",4,0,0,"Individual owned"
"543",543,"MY CHOICE CHILDREN'S HOMES LIMITED",0,0,0,"Corporate owned"
"544",544,"MY HOUSE CALOW LTD",0,0,0,"Corporate owned"
"545",545,"MY LIFE CHOICE LTD",0,1692,0,"Investment owned"
"546",546,"MY TRIBE HOMES LTD",6,0,0,"Individual owned"
"547",547,"MY3 LIMITED",0,0,0,"Corporate owned"
"548",548,"MY3 LTD",0,0,0,"Corporate owned"
"549",549,"N H CARE LIMITED",12,0,0,"Individual owned"
"550",550,"NAMECO (NO.57) LIMITED",0,7398,0,"Investment owned"
"551",551,"NATIONAL AUTISTIC SOCIETY(THE)",0,0,0,"Corporate owned"
"552",552,"NELBRO GROUP LIMITED",12,0,0,"Individual owned"
"553",553,"NESTLINGS CARE LTD",0,24,0,"Investment owned"
"554",554,"NETHEREDGE CARE LIMITED",4,0,0,"Individual owned"
"555",555,"NEW BEGINNINGS YOUNG PEOPLE'S CARE AND SUPPORT SERVICES LTD",4,0,0,"Individual owned"
"556",556,"NEW FOREST CARE LIMITED",78,0,0,"Individual owned"
"557",557,"NEW FOUNDATIONS CARE HOMES LIMITED",0,0,0,"Corporate owned"
"558",558,"NEW FUTURES (CHILDREN) SERVICES LTD",0,2,0,"Investment owned"
"559",559,"NEW HORIZON CHILDCARE LIMITED",18,0,0,"Individual owned"
"560",560,"NEW HORIZONS (NW) LTD",8,0,0,"Individual owned"
"561",561,"NEW HORIZONS (STOCKPORT) LTD",0,0,0,"Corporate owned"
"562",562,"NEW PATH RESIDENTIAL LTD",6,0,0,"Individual owned"
"563",563,"NEW ROOTS CHILDREN'S SERVICES LIMITED",1,0,0,"Individual owned"
"564",564,"NEW START HIGHLAND",0,0,0,"Corporate owned"
"565",565,"NEWRAYS CARE SERVICES LIMITED",1,0,0,"Individual owned"
"566",566,"NEXT STAGE 4 LIFE LTD",0,3940,0,"Investment owned"
"567",567,"NEXT STEP INDEPENDENCE LIMITED",12,0,0,"Individual owned"
"568",568,"NEXT STEPS AFTERCARE LIMITED",12,0,0,"Individual owned"
"569",569,"NH CARE LIMITED",0,0,0,"Corporate owned"
"570",570,"NIRMAL HOMES LIMITED",15,0,0,"Individual owned"
"571",571,"NISA CARE HOME LIMITED",36,0,0,"Individual owned"
"572",572,"NML CARE LIMITED",12,0,0,"Individual owned"
"573",573,"NORTH EAST AUTISM SOCIETY",0,0,0,"Corporate owned"
"574",574,"NORTH EAST SPECIALIST THERAPEUTIC SERVICES CIC",9,0,0,"Individual owned"
"575",575,"NORTH LAKES CHILDRENS SERVICES LIMITED",0,3584,0,"Investment owned"
"576",576,"NORTHAMPTONSHIRE CHILDREN'S TRUST LIMITED",0,0,2,"LA owned company"
"577",577,"NORTHERN COMMUNITY PATHWAYS CHILDREN'S RESIDENTIAL SERVICES LTD",4,0,0,"Individual owned"
"578",578,"NORTHERN LIFE CARE LIMITED",0,0,0,"Corporate owned"
"579",579,"NORTHRIDGE CARE GROUP LTD",0,23120,0,"Investment owned"
"580",580,"NORTHWEST YOUTH SERVICES LTD",16,0,0,"Individual owned"
"581",581,"NORWOOD RAVENSWOOD",0,0,0,"Corporate owned"
"582",582,"NOVALIS TRUST",0,0,0,"Corporate owned"
"583",583,"NUEVAVIDA NE LTD",4,0,0,"Individual owned"
"584",584,"NUGENT CARE 2019",0,0,0,"Corporate owned"
"585",585,"NURTURE CARE GROUP LTD",0,0,0,"Corporate owned"
"586",586,"NURTURE CHILDCARE SERVICES LTD",0,0,0,"Corporate owned"
"587",587,"NURTURE ME PSYCHOLOGICAL SERVICES LTD",18,0,0,"Individual owned"
"588",588,"OAK CHILDCARE PLUS LIMITED",6,0,0,"Individual owned"
"589",589,"OAK HOUSE CHILDRENS HOME LTD",5,0,0,"Individual owned"
"590",590,"OAKFIELDS CHILDREN'S CARE LIMITED",12,0,0,"Individual owned"
"591",591,"OAKLEY HOUSE (KENT) LIMITED",6,0,0,"Individual owned"
"592",592,"OAKLEY HOUSE CHILDRENS HOME LIMITED",6,0,0,"Individual owned"
"593",593,"OAKTREE CHILDCARE LIMITED",4,0,0,"Individual owned"
"594",594,"OASIS ADOLESCENT SERVICES LIMITED",0,96,0,"Investment owned"
"595",595,"OASIS CARE SERVICES LIMITED",25,0,0,"Individual owned"
"596",596,"OCTAGON CARE LTD",4,0,0,"Individual owned"
"597",597,"OLIVE TREE RESIDENTIAL CARE LIMITED",0,0,0,"Corporate owned"
"598",598,"OMEGA CARE GROUP LTD",1,0,0,"Individual owned"
"599",599,"ONE STEP CARE LIMITED",0,0,0,"Corporate owned"
"600",600,"ONE TO ONE CRISIS INTERVENTION LIMITED",6,0,0,"Individual owned"
"601",601,"ONEXTRA CARE LTD",0,0,0,"Corporate owned"
"602",602,"OPTIONS AUTISM (1) LIMITED",0,528,0,"Investment owned"
"603",603,"OPTIONS AUTISM (4) LIMITED",0,528,0,"Investment owned"
"604",604,"OPTIONS AUTISM (5) LIMITED",0,528,0,"Investment owned"
"605",605,"ORACLE CARE LIMITED",0,254,0,"Investment owned"
"606",606,"ORBIS EDUCATION AND CARE LIMITED",0,262976,0,"Investment owned"
"607",607,"ORCHARD CHILDREN HOMES LTD",24,0,0,"Individual owned"
"608",608,"OSEI MINKAH CARE LIMITED",4,0,0,"Individual owned"
"609",609,"OUR PLACE (2008) LIMITED",144,0,0,"Individual owned"
"610",610,"OUTBOUND CARE LIMITED",5,0,0,"Individual owned"
"611",611,"OUTDOOR CARE LTD",1,0,0,"Individual owned"
"612",612,"OVERLEY HALL LIMITED",9,0,0,"Individual owned"
"613",613,"OWNLIFE LIMITED",10,0,0,"Individual owned"
"614",614,"P.I.C. CHILDRENS' SERVICES LIMITED",24,0,0,"Individual owned"
"615",615,"PADDOCK HOUSE LIMITED",0,0,0,"Corporate owned"
"616",616,"PALS RESIDENTIAL SERVICES LTD",6,0,0,"Individual owned"
"617",617,"PARALLEL PARENTS LTD",0,0,0,"Corporate owned"
"618",618,"PARAMOUNT CHILDREN CARE LTD",0,0,0,"Corporate owned"
"619",619,"PARAMOUNT CHILDREN'S SERVICES LTD",0,0,0,"Corporate owned"
"620",620,"PARK BLUE HOMES LIMITED",0,0,0,"Corporate owned"
"621",621,"PARK LANE RESIDENTIAL HOME LIMITED",1,0,0,"Individual owned"
"622",622,"PARKER SC LTD",25,0,0,"Individual owned"
"623",623,"PARKVIEW CARE (BROADSTAIRS) LIMITED",4,0,0,"Individual owned"
"624",624,"PARKWOOD CARE LIMITED",16,0,0,"Individual owned"
"625",625,"PARTNERS IN CARE LIMITED",0,148,0,"Investment owned"
"626",626,"PARTNERSHIPS IN CARE 1 LIMITED",0,138,0,"Investment owned"
"627",627,"PASTURE VIEW NURTURING HOMES LTD.",4,0,0,"Individual owned"
"628",628,"PATHFINDERS (CHILDCARE) LIMITED",9,0,0,"Individual owned"
"629",629,"PATHWAY CARE SOLUTIONS GROUP LIMITED",0,23520,0,"Investment owned"
"630",630,"PATHWAY CARE SOLUTIONS II LIMITED",0,40976,0,"Investment owned"
"631",631,"PATHWAY CARE SOLUTIONS LIMITED",0,290960,0,"Investment owned"
"632",632,"PATHWAYS CARE GROUP LIMITED",0,1584,0,"Investment owned"
"633",633,"PATHWAYS RESIDENTIAL CHILD CARE LIMITED",2,0,0,"Individual owned"
"634",634,"PBS CARE HOMES LTD",4,0,0,"Individual owned"
"635",635,"PCF RESIDENTIAL CHILDCARE LTD",39,0,0,"Individual owned"
"636",636,"PCT CARE SERVICES LIMITED",1,0,0,"Individual owned"
"637",637,"PEAR TREE PROJECTS LIMITED",4,0,0,"Individual owned"
"638",638,"PEBBLES CARE LIMITED",0,936,0,"Investment owned"
"639",639,"PELICAN CARE GROUP LTD",6,0,0,"Individual owned"
"640",640,"PENN INSPIRES LTD",1,0,0,"Individual owned"
"641",641,"PERSONAL SECURITY SERVICE LIMITED",12,0,0,"Individual owned"
"642",642,"PERSONAL SECURITY SERVICE LTD",0,0,0,"Corporate owned"
"643",643,"PHOENIX CARE & EDUCATION LTD",9,0,0,"Individual owned"
"644",644,"PHOENIX CHILD CARE LIMITED",0,6400,0,"Investment owned"
"645",645,"PHOENIX CHILDCARE LIMITED",2,0,0,"Individual owned"
"646",646,"PHOENIX LEARNING & CARE HOLDINGS LIMITED",0,40,0,"Investment owned"
"647",647,"PHOENIX LEARNING AND CARE LIMITED",0,376,0,"Investment owned"
"648",648,"PHYSIS QUANTUM LIMITED",0,15520,0,"Investment owned"
"649",649,"PILGRIMAGE SHORT STAY RECOVERY UNITS LTD",9,0,0,"Individual owned"
"650",650,"PILGRIMS CORNER LIMITED",12,0,0,"Individual owned"
"651",651,"PINE FOREST HOMES LIMITED",1,0,0,"Individual owned"
"652",652,"PINNACLE CARE PROVISIONS LTD",9,0,0,"Individual owned"
"653",653,"PJL HEALTHCARE LIMITED",4,0,0,"Individual owned"
"654",654,"PLATFORM CHILDCARE LTD",0,0,0,"Corporate owned"
"655",655,"PLATINUM SERVICES FOR CHILDREN (RESIDENTIAL CARE) LIMITED",0,0,0,"Corporate owned"
"656",656,"PLUS ONE (SOUTH WEST) LIMITED",4,0,0,"Individual owned"
"657",657,"POSITIVE HOMES FOR POSITIVE FUTURES LIMITED",0,0,0,"Corporate owned"
"658",658,"POSITIVE INDIVIDUAL PROACTIVE SUPPORT LIMITED",0,0,0,"Corporate owned"
"659",659,"POSITIVE OUTCOMES CHILDCARE LIMITED",1,0,0,"Individual owned"
"660",660,"POSITIVE PATHWAYS LIMITED",24,0,0,"Individual owned"
"661",661,"POSITIVE STEPS (CARE SERVICES) LIMITED",1,0,0,"Individual owned"
"662",662,"POSITIVE STEPS SPECIALIST CARE SERVICES LIMITED",36,0,0,"Individual owned"
"663",663,"POTENSIAL LIMITED",16,0,0,"Individual owned"
"664",664,"POTTON HOMES LTD",0,18,0,"Investment owned"
"665",665,"PRAXIS CARE",0,0,0,"Corporate owned"
"666",666,"PRESTIGE ADOLESCENT CARE AND EDUCATION LIMITED",0,0,0,"Corporate owned"
"667",667,"PRIME ADOLESCENCE LIMITED",1,0,0,"Individual owned"
"668",668,"PRIME CALIBRE CARE GROUP LTD",0,6,0,"Investment owned"
"669",669,"PRIME NURTURE SERVICES LTD",0,0,0,"Corporate owned"
"670",670,"PRIOR'S COURT FOUNDATION",0,0,0,"Corporate owned"
"671",671,"PRO SUPPORT LTD",8,0,0,"Individual owned"
"672",672,"PROACTIVE CARE (MANCHESTER) LTD",0,0,0,"Corporate owned"
"673",673,"PROACTIVE CARE SERVICES LIMITED",0,0,0,"Corporate owned"
"674",674,"PROCURE CARE PROVIDERS LIMITED",6,0,0,"Individual owned"
"675",675,"PROGRESS CARE AND EDUCATION LIMITED",0,848,0,"Investment owned"
"676",676,"PROGRESS CHILDREN'S SERVICES LIMITED",6912,6924,0,"Investment owned"
"677",677,"PROGRESSIVE CARE LIMITED",0,0,0,"Corporate owned"
"678",678,"PROGRESSIVE FUTURES CARE LIMITED",24,0,0,"Individual owned"
"679",679,"PROSPER AND ENTERPRISE LIMITED",15,0,0,"Individual owned"
"680",680,"PROSPERITY CHILDRENS SERVICES LIMITED",1,0,0,"Individual owned"
"681",681,"PROTEA CARE 2 LIMITED",24,0,0,"Individual owned"
"682",682,"PROTEA CARE LIMITED",144,0,0,"Individual owned"
"683",683,"PSS CARE GROUP LIMITED",0,0,0,"Corporate owned"
"684",684,"PURE CARE HOMES LTD",0,0,0,"Corporate owned"
"685",685,"PURE GRACE HOMES LIMITED",6,0,0,"Individual owned"
"686",686,"PURPLE ASH LIMITED",0,0,0,"Corporate owned"
"687",687,"PURPLE OAK SUPPORT",0,0,0,"Corporate owned"
"688",688,"Q PLUS PLUS LIMITED",0,0,0,"Corporate owned"
"689",689,"Q+",0,0,0,"Corporate owned"
"690",690,"QUALITY CARE HOMES (UK) LIMITED",0,0,0,"Corporate owned"
"691",691,"QUALITY PROTECTS CHILDREN LTD",4,0,0,"Individual owned"
"692",692,"QUANTUM CARE (UK) LIMITED",0,928,0,"Investment owned"
"693",693,"R G CARE LTD.",6,0,0,"Individual owned"
"694",694,"R PLACE LIMITED",4,0,0,"Individual owned"
"695",695,"R.E.A.C.H CHC LIMITED",1,0,0,"Individual owned"
"696",696,"RADICAL SERVICES LIMITED",0,148,0,"Investment owned"
"697",697,"RAINBOW CORNER LIMITED",0,0,0,"Corporate owned"
